pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbper,pl_insol,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass
TOI-5592 b,17.14974047,285.72773789,0.03935,2.6085846,1712.0,1789.0,0.062,6237.0,1.393,1.194
TOI-561 b,1.397,2.02,0.01064,0.4465697,4709.0,2319.0,0.0,5342.0,0.843,0.806
TOI-561 c,2.865,5.93,0.0889,10.778838,67.5,802.0,0.023,5342.0,0.843,0.806
TOI-561 d,2.615,13.33,0.1587,25.71268,21.2,600.0,0.111,5342.0,0.843,0.806
TOI-561 e,2.517,12.4,0.33,77.144,4.89,416.0,0.074,5342.0,0.843,0.806
TOI-5616 b,10.78,624.0,0.0272,2.002849,137.0,939.0,0.0,3996.0,0.646,0.666
TOI-5634 A b,10.42,588.0,0.0272,2.2035373,77.0,837.0,0.0,3896.0,0.54,0.556
TOI-564 b,11.43318,464.98529,0.02734,1.651144,1423.0,1714.0,0.072,5640.0,1.088,0.998
TOI-5678 b,4.91,20.0,0.249,47.73022,3.8369,513.0,0.14,5485.0,0.938,0.905
TOI-5688 A b,10.3,124.0,0.03379,2.94815527,50.3,742.0,0.128,3713.0,0.57,0.6
TOI-5713 b,1.77,3.78,0.06008,10.441989,2.2554,347.2,0.24,3225.0,0.2992,0.2653
TOI-5720 b,1.09,4.3,0.018288,1.4344555,41.7,708.0,,3325.0,0.383,0.383
TOI-5726.01,2.554,7.05,0.062186,5.491125215,338.95,1093.03,,5874.0,1.106,1.06
TOI-5786 b,8.54,73.0,0.114,12.779107,374.462,1040.0,,6235.0,1.36,1.23
TOI-5795 b,5.62,23.66,0.064,6.1406325,240.6726,1136.78,0.25,5715.0,1.082,0.901
TOI-5799 b,1.733,3.65,0.0348,4.164507,11.91,505.0,,3452.0,0.321,0.325
TOI-5800 b,2.46,9.5,0.0344,2.6278838,274.163,1108.0,0.3,4850.0,0.773,0.778
TOI-5817 b,3.08,10.3,0.1223,15.61031,126.8632,950.0,0.2,5770.0,1.427,0.97
TOI-5882 b,11.46678726,6995.40323807,0.0804,7.148972,4792.5,1515.0,0.0339,5920.0,2.26,1.334
TOI-6002 b,1.65,3.36,0.05722,10.904821,1.6823,321.4,0.15,3229.0,0.2432,0.2101
TOI-6008 b,1.03,4.0,0.010777,0.8574347,41.5,707.0,,3075.0,0.242,0.23
TOI-6016 b,13.67495645,371.85923619,0.055,4.023687,940.0,1890.0,0.0,6110.0,1.51,1.31
TOI-6034 b,11.92,254.0,0.02949,2.576184,43.0,714.0,0.04,3635.0,0.489,0.514
TOI-6038 A b,6.41,78.5,0.069,5.8267311,716.0,1439.0,,6110.0,1.648,1.291
TOI-6041 b,4.55,28.9,0.1651,26.04945,22.4,605.6,,5445.0,0.879,0.885
TOI-6041 c,10.5,77.9,0.3721,88.0,4.42,403.5,,5445.0,0.879,0.885
TOI-6054.01,2.64,12.5,0.0763,7.501428,570.0,1360.0,0.164,6047.0,1.662,1.107
TOI-6054.02,2.82,9.3,0.1079,12.563636,285.0,1143.0,0.332,6047.0,1.662,1.107
TOI-6086 b,1.18,1.76,0.01541,1.3888725,26.8,634.0,,3200.0,0.259,0.254
TOI-6109 b,4.8704,21.1,0.0599,5.690476,39.9451,700.0,,5660.0,1.021,1.03
TOI-6109 c,4.8326,20.8,0.0786,8.538878,63.3913,786.0,,5660.0,1.021,1.03
TOI-6130 b,14.3474953,333.71982735,0.036,2.392679,1150.0,1750.0,0.036,6110.0,1.51,1.31
TOI-615 b,18.97680433,138.25535705,0.0678,4.6615983,1286.0,1666.0,0.39,6850.0,1.732,1.449
TOI-620 b,3.76,13.6,0.04825,5.0988179,20.8,603.6,0.22,3708.0,0.55,0.577
TOI-622 b,9.2362001,96.30200732,0.0708,6.402513,602.0,1388.0,0.42,6400.0,1.415,1.313
TOI-6223 b,5.07,22.6,0.04018,3.855219,41.8646,714.0,,3895.0,0.576,0.582
TOI-628 b,11.88154,2011.8639,0.0486,3.4095675,1052.9,1586.0,0.072,6250.0,1.345,1.311
TOI-6303 b,11.59,2493.0,0.0761,9.485236,14.28,541.0,0.02,3977.0,0.609,0.644
TOI-6330 b,10.89,3179.0,0.05763,6.8500246,9.97,495.0,0.34,3539.0,0.49,0.531
TOI-6383 A b,11.29,331.0,0.02292,1.79058695,51.3,745.0,0.05,3444.0,0.457,0.458
TOI-640 b,19.2794468,181.16219199,0.06608,5.003777,1150.12,1816.0,0.013,6460.0,2.082,1.536
TOI-6420 b,11.93756445,2606.1929374,0.0753,6.961508,106.619,1213.0,0.078,6020.0,1.312,1.165
TOI-6448 b,8.47398941,54.0,0.131,14.844261,28.1152,745.0,0.2,5910.0,0.897,1.03
TOI-6478 b,4.6,19.2,0.1136,34.005019,0.0003,204.4,,3230.0,0.234,0.23
TOI-654.01,2.378,8.71,0.01944,1.527561,65.0,794.0,0.0,3521.0,0.43,0.419
TOI-6628 b,10.98480109,235.19302118,0.134,18.18424,20.0861,833.0,0.67,5463.0,1.01,0.97
TOI-663 b,2.27,4.45,0.0295,2.598902,49.1,674.0,,3681.0,0.512,0.514
TOI-663 c,2.26,3.65,0.0437,4.6955507,22.3,553.0,,3681.0,0.512,0.514
TOI-663 d,1.92,5.2,0.0576,7.1027268,12.9,482.0,,3681.0,0.512,0.514
TOI-6651 b,5.09,61.0,0.0633,5.056973,817.0,1493.0,0.091,5940.0,1.721,1.323
TOI-669 b,2.58606487,10.0,0.048,3.945152,388.2,1124.85,0.0,5597.0,0.9882,0.9245
TOI-6695 b,9.52763359,66.74396547,0.402,80.389,85.9385,599.0,0.04,6400.0,1.517,1.338
TOI-674 b,5.25,23.6,0.025,1.977143,38.4,635.0,0.0,3514.0,0.42,0.42
TOI-677 b,13.11450742,392.20025424,0.1041,11.2365985,37.6345,1252.0,0.46,6295.0,1.28,1.181
TOI-6894 b,9.5836785,53.39517238,0.02604,3.37077196,5.54,417.9,0.029,3007.0,0.2276,0.207
TOI-700 b,0.914,0.704,0.0677,9.977219,4.98,417.0,0.075,3459.0,0.421,0.415
TOI-700 c,2.6,7.27,0.0929,16.051137,2.64,356.0,0.068,3459.0,0.421,0.415
TOI-700 d,1.073,1.25,0.1633,37.42396,0.85,268.8,0.042,3459.0,0.421,0.415
TOI-700 e,0.953,0.818,0.134,27.80978,1.27,272.9,0.059,3459.0,0.421,0.415
TOI-712 b,2.049,4.85,0.07928,9.531361,22.6,650.0,0.54,4622.0,0.674,0.732
TOI-712 c,2.701,7.76,0.2447,51.69906,3.08,369.9,0.089,4622.0,0.674,0.732
TOI-712 d,2.474,6.68,0.3405,84.8396,1.6,313.6,0.073,4622.0,0.674,0.732
TOI-7149 b,13.2,224.0,0.02603,2.65206166,20.6,593.0,0.078,3363.0,0.351,0.344
TOI-715 b,1.55,3.02,0.083,19.288004,0.67,234.0,,3075.0,0.24,0.225
TOI-733 b,1.992,5.72,0.0618,4.884765,207.1,1055.8,0.046,5585.0,0.949,0.956
TOI-7510 b,7.31,18.1,0.1019,11.530869,1678.5119,878.0,0.0572,5720.0,1.035,1.063
TOI-7510 c,10.81,131.0,0.1595,22.5687423,92.4087,702.0,0.0091,5720.0,1.035,1.063
TOI-7510 d,10.52,190.0,0.2672,48.864468,20.6036,542.4,0.04,5720.0,1.035,1.063
TOI-756 b,2.81,9.83,0.018,1.2392495,127.0,934.0,0.0,3657.0,0.505,0.505
TOI-756 c,13.0,1287.20504835,0.439,149.4,0.24,194.0,0.445,3657.0,0.505,0.505
TOI-757 b,2.5,10.5,0.122,17.46819,24.3644,641.0,0.39,5278.0,0.78,0.8
TOI-762 A b,8.33948164,79.77493016,0.03418,3.4716826,17.0012,555.4,0.083,3266.0,0.425,0.442
TOI-763 b,2.28,9.79,0.06,5.6057,182.935,1038.0,0.04,5450.0,0.897,0.917
TOI-763 c,2.63,9.32,0.1011,12.2737,64.3196,800.0,0.04,5450.0,0.897,0.917
TOI-771 b,1.36,2.47,0.0208,2.3260155,14.0,543.0,0.055,3370.0,0.232,0.22
TOI-771 c,1.5,2.87,0.046,7.61,3.0,365.0,0.065,3370.0,0.232,0.22
TOI-776 b,1.798,5.0,0.0653,8.24662,11.5,520.0,0.052,3725.0,0.547,0.542
TOI-776 c,2.047,6.9,0.1001,15.665323,4.9,420.0,0.089,3725.0,0.547,0.542
TOI-778 b,15.4,878.0,0.06,4.633611,734.672,1561.0,0.21,6643.0,1.71,1.4
TOI-782 b,2.734,19.1,0.0578,8.0240015,5.91,435.0,0.19,3370.0,0.413,0.397
TOI-784 b,1.93,9.67,0.038,2.7970365,413.894,1256.0,0.0,5558.0,0.907,0.91
TOI-813 b,6.71,36.4,0.423,83.8911,23.1,610.0,0.0,5907.0,1.94,1.32
TOI-815 b,2.94,7.6,0.0903,11.197259,36.9,686.0,0.2,4869.0,0.77,0.776
TOI-815 c,2.62,23.5,0.193,34.976145,8.03,469.0,0.22,4869.0,0.77,0.776
TOI-824 b,2.926,18.467,0.02177,1.392978,412.0,1253.0,,4600.0,0.695,0.71
TOI-833 b,1.27,2.15,0.0171,1.0418777,270.0682,1118.0,,3920.0,0.6,0.61
TOI-836 b,1.704,4.53,0.0422,3.81673,78.838,871.0,0.053,4552.0,0.665,0.678
TOI-836 c,2.587,9.6,0.075,8.59545,26.707,665.0,0.078,4552.0,0.665,0.678
TOI-837 b,9.16894621,120.45696625,0.0888,8.3249113,164.0,995.3,0.0,5995.0,1.052,1.142
TOI-849 b,3.64,41.8,0.0155,0.765548,2314.06,1932.0,0.0,5257.0,0.97,0.97
TOI-858 B b,14.06727078,349.6112477,0.04435,3.2797178,908.9,1529.0,0.15,5842.0,1.308,1.081
TOI-871 b,1.664,3.41,0.1054,14.362565,24.78,621.0,,4929.0,0.719,0.758
TOI-880 c,4.95,21.7,0.0635,6.3872703,73.9967,805.0,,5050.0,0.83,0.87
TOI-880.02,2.19,5.43,0.0349,2.57571,301.8661,1085.0,,5050.0,0.83,0.87
TOI-892 b,11.99363,301.9385,0.092,10.62656,571.007,1397.0,0.125,6261.0,1.39,1.28
TOI-904 b,2.426,6.46,0.056,10.8772,8.3169,429.43,,3770.2,0.527,0.557
TOI-904 c,2.167,5.34,0.312,83.9997,0.5449,217.26,,3770.2,0.527,0.557
TOI-905 b,13.125739,211.99261,0.04666,3.739494,337.0,1192.0,0.024,5570.0,0.918,0.968
TOI-907.01,9.6158851,67.0,0.055225481,4.5849129,1729.6714,1846.6,,6272.0,2.059789,1.069357
TOI-908 b,3.186,16.137,0.041657,3.183792,80.884,1317.0,0.132,5626.0,1.028,0.95
TOI-912 b,1.93,5.1,0.041,4.6780691,15.0,551.0,0.58,3572.0,0.419,0.418
TOI-942 b,3.89,826.358,0.04866,4.32421,261.858,1120.0,0.34,4969.0,0.894,0.822
TOI-954 b,9.550068,55.30242,0.04963,3.6849729,1393.0,1526.0,0.14,5710.0,1.892,1.201
TOI-969 b,2.765,9.1,0.02636,1.8237305,188.0,941.0,,4435.0,0.671,0.734
TOI-969 c,12.4,3591.4609991,2.52,1700.0,0.0208,96.4,0.628,4435.0,0.671,0.734
TRAPPIST-1 b,1.116,1.374,0.01154,1.510826,4.153,397.6,0.00622,2566.0,0.1192,0.0898
TRAPPIST-1 c,1.097,1.308,0.0158,2.421937,2.214,339.7,0.00654,2566.0,0.1192,0.0898
TRAPPIST-1 d,0.788,0.388,0.02227,4.049219,1.115,286.2,0.00837,2566.0,0.1192,0.0898
TRAPPIST-1 e,0.92,0.692,0.02925,6.101013,0.646,249.7,0.0051,2566.0,0.1192,0.0898
TRAPPIST-1 f,1.045,1.039,0.03849,9.20754,0.373,217.7,0.01007,2566.0,0.1192,0.0898
TRAPPIST-1 g,1.129,1.321,0.04683,12.352446,0.252,197.3,0.00208,2566.0,0.1192,0.0898
TRAPPIST-1 h,0.755,0.326,0.06189,18.772866,0.144,171.7,0.00567,2566.0,0.1192,0.0898
Teegarden's Star b,1.05,1.16,0.0259,4.90634,1.08,277.0,0.03,3034.0,0.12,0.097
Teegarden's Star c,1.02,1.05,0.0455,11.416,0.35,209.0,0.04,3034.0,0.12,0.097
Teegarden's Star d,0.954,0.82,0.0791,26.13,0.12,159.0,0.07,3034.0,0.12,0.097
TrES-1 b,12.66617,266.9772,0.03925,3.03007,318.4582,1140.0,0.0,5230.0,0.85,1.04
TrES-2 b,15.24424,473.5667,0.03568,2.47063,903.864,1466.0,0.0,5850.0,1.12,1.36
TrES-3 b,14.975,607.03,0.02282,1.30618581,1025.5022,1638.0,0.0,5650.0,0.829,0.928
TrES-4 b,18.04649,247.9074,0.05084,3.55395,2276.295,1778.0,0.0,6200.0,1.66,1.08
TrES-5 b,13.383546,568.9157,0.02459,1.48224686,442.993,1480.0,0.0,5171.0,0.868,0.901
V1298 Tau b,10.27,203.41018048,0.1688,24.1396,35.0,677.0,0.29,4941.0,1.345,1.101
V1298 Tau c,5.59,76.27881768,0.0825,8.24958,146.0,968.0,0.43,4941.0,1.345,1.101
V1298 Tau d,6.41,98.52680617,0.1083,12.4032,85.0,845.0,0.21,4941.0,1.345,1.101
V1298 Tau e,9.97599282,321.00669107,0.2409,53.5,10.0,492.0,0.1,4941.0,1.43,1.26
WASP-1 b,16.623,271.415,0.03889,2.5199454,2121.5175,1812.0,0.0,6110.0,1.47,1.24
WASP-10 b,12.106,1001.12,0.03781,3.0927616,174.0323,1370.0,0.0473,4675.0,0.698,0.75
WASP-100 b,14.90797,400.4658,0.04574,2.84938,2005.83,2190.0,0.0,6900.0,1.57,0.77
