pl_name,pl_rade,pl_bmasse,pl_orbsmax,pl_orbper,pl_insol,pl_eqt,pl_orbeccen,st_teff,st_rad,st_mass
Kepler-1171 b,2.56,7.08,0.0284,1.44259224,10171.005,2700.0,0.0,7044.0,1.95,1.58
Kepler-1172 b,3.2,10.3,0.168,26.0204423,26.356,675.0,0.0,5558.0,0.89,0.92
Kepler-1173 b,0.89,0.64,0.0156,0.7698536,1462.098,1650.0,0.0,5252.0,0.82,0.86
Kepler-1174 b,1.59,3.15,0.0732,6.89225223,641.814,1156.0,0.0,5936.0,1.04,1.04
Kepler-1175 b,2.99,9.22,0.2181,37.94563,12.938,515.0,0.0,5453.0,0.86,0.9
Kepler-1176 b,2.45,6.57,0.1589,24.1738579,26.087,595.0,0.0,5844.0,1.02,1.01
Kepler-1177 b,1.9,4.27,0.4301,106.247547,11.862,377.0,0.0,5712.0,0.97,0.98
Kepler-1178 b,1.07,1.24,0.1596,31.80634,23.237,378.0,0.0,4990.0,0.75,0.8
Kepler-1179 b,1.32,2.3,0.03497,2.685057492,288.57,1137.0,0.0,5212.0,0.81,0.84
Kepler-118 b,1.96,4.5,0.073,7.518496,79.753,784.0,0.0,5274.0,1.094,0.811
Kepler-118 c,7.68,45.7,0.141,20.17202,21.409,564.0,0.0,5274.0,1.094,0.811
Kepler-1180 b,1.99,4.62,0.1246,16.8601286,175.855,765.0,0.0,6077.0,1.14,1.09
Kepler-1181 b,1.57,3.09,0.0621,4.89337519,831.143,1374.0,0.0,6176.0,1.3,1.17
Kepler-1181 c,1.83,4.01,0.0928,8.93484887,377.25,1124.0,0.0,6688.0,1.347,1.336
Kepler-1182 b,2.41,6.39,0.0981,11.17394617,197.882,796.0,0.0,5924.0,1.05,1.04
Kepler-1183 b,2.82,8.35,0.1793,28.5057189,61.663,555.0,0.0,5765.0,0.99,1.0
Kepler-1184 b,2.68,7.65,0.2863,53.5991044,18.039,529.0,0.0,5983.0,1.07,1.05
Kepler-1185 b,1.33,2.33,0.4297,104.3518976,9.31,355.0,0.0,5622.0,0.87,0.96
Kepler-1186 b,2.23,5.6,0.1281,16.07677615,85.385,724.0,0.0,5635.0,0.93,0.95
Kepler-1187 b,2.61,7.32,0.1401,18.87064068,72.957,701.0,0.0,5975.0,1.09,1.06
Kepler-1188 b,2.08,4.98,0.135,17.1369543,165.573,775.0,0.0,5913.0,1.06,1.04
Kepler-1189 b,1.77,3.78,0.0467,3.78858982,449.936,1158.0,0.0,6012.0,1.16,1.11
Kepler-119 b,3.6,12.6,0.035,2.422082,745.285,1213.0,0.0,5595.0,0.839,0.918
Kepler-119 c,0.92,0.721,0.049,4.125103,367.322,1016.0,0.0,5595.0,0.839,0.918
Kepler-1190 b,1.33,2.33,0.0845,10.45843441,24.211,609.0,0.0,4730.0,0.72,0.76
Kepler-1191 b,1.51,2.89,0.0587,5.60014851,167.184,952.0,0.0,5308.0,0.81,0.85
Kepler-1192 b,2.36,6.17,0.1693,25.2034787,34.742,600.0,0.0,5438.0,0.83,0.86
Kepler-1193 b,1.32,2.3,0.04004,2.832652134,1286.386,1453.0,0.0,5908.0,1.21,1.08
Kepler-1194 b,1.51,2.89,0.1212,16.22371307,49.35,676.0,0.0,5590.0,0.92,0.94
Kepler-1195 b,2.08,4.98,0.0726,8.49642241,79.03,702.0,0.0,4965.0,0.71,0.74
Kepler-1196 b,2.23,5.6,0.3179,66.1849031,8.302,436.0,0.0,5756.0,0.97,0.98
Kepler-1197 b,1.25,2.1,0.02869,2.03231845,267.142,1011.0,0.0,4708.0,0.72,0.78
Kepler-1198 b,1.47,2.76,0.0732,7.6847716,108.069,830.0,0.0,5517.0,0.9,0.93
Kepler-1199 b,1.15,1.6,0.11309,15.0447198,131.7,931.0,0.0,5889.0,1.17,0.94
Kepler-12 b,19.660586,137.30256,0.0553,4.4379629,877.539,1480.0,0.0,5947.0,1.483,1.166
Kepler-120 b,2.15,8.5,0.055,6.312501,42.692,575.0,0.0,4096.0,0.534,0.654
Kepler-120 c,1.53,2.96,0.088,12.794585,16.625,455.0,0.0,4096.0,0.534,0.654
Kepler-1200 b,1.06,1.2,0.0188,1.118549717,544.534,1174.0,0.0,4612.0,0.7,0.74
Kepler-1201 b,2.29,5.86,0.1183,15.18725932,89.431,789.0,0.0,6177.0,1.24,1.15
Kepler-1202 b,2.94,8.96,0.179,28.6851324,23.876,547.0,0.0,5834.0,1.04,1.03
Kepler-1203 b,1.06,1.2,0.0114,0.588000765,723.806,1188.0,0.0,4105.0,0.61,0.64
Kepler-1204 b,3.05,9.53,0.3877,85.7350285,7.021,448.0,0.0,5825.0,1.03,1.03
Kepler-1205 b,1.41,2.57,0.0196,1.078390352,1038.493,1667.0,0.0,5226.0,0.81,0.84
Kepler-1206 b,1.64,3.33,0.0201,1.216997663,588.021,1314.0,0.0,4877.0,0.75,0.8
Kepler-1207 b,1.62,3.26,0.1156,13.68237119,352.508,802.0,0.0,5909.0,1.06,1.06
Kepler-1208 b,2.32,5.99,0.0901,11.08507637,37.664,665.0,0.0,5001.0,0.76,0.8
Kepler-1209 b,1.51,2.89,0.17515,25.369116,63.246,755.0,0.0,6210.0,1.38,1.23
Kepler-121 b,2.34,6.08,0.039,3.177422,220.489,997.0,0.0,5311.0,0.701,0.859
Kepler-121 c,2.27,5.77,0.216,41.008011,7.296,425.0,0.0,5311.0,0.701,0.859
Kepler-1210 b,1.7,3.53,0.0753,8.07124073,152.047,856.0,0.0,5568.0,0.92,0.94
Kepler-1211 b,2.55,7.04,0.09763,11.01816836,130.9,840.0,0.0,5705.0,0.94,0.96
Kepler-1212 b,2.14,5.22,0.1082,12.94130146,142.096,795.0,0.0,6051.0,1.15,1.1
Kepler-1213 b,1.19,1.81,0.06026,5.34982412,595.424,1156.0,0.0,6050.0,1.21,1.14
Kepler-1214 b,2.36,6.17,0.128,18.82634264,23.18,591.0,0.0,5130.0,0.8,0.85
Kepler-1215 b,1.22,1.98,0.0528,4.76703963,253.964,1046.0,0.0,5616.0,0.93,0.95
Kepler-1216 b,1.39,2.51,0.0519,4.37034536,415.553,1191.0,0.0,5743.0,0.98,0.99
Kepler-1217 b,1.99,4.62,0.0326,2.032325072,1302.948,1542.0,0.0,5905.0,1.08,1.06
Kepler-1218 b,1.44,2.67,0.15698,22.9221266,84.83,684.0,0.0,5986.0,1.1,1.06
Kepler-1219 b,2.12,5.14,0.14146,16.10467749,430.691,1159.0,0.0,5944.0,1.94,1.25
Kepler-122 b,2.34,6.08,0.064,5.766193,448.102,1159.0,0.0,6050.0,1.216,0.982
Kepler-122 c,5.87,29.0,0.108,12.465988,160.499,897.0,0.0,6050.0,1.216,0.982
Kepler-122 d,2.2,5.48,0.155,21.587475,77.14,747.0,0.0,6050.0,1.216,0.982
Kepler-122 e,2.6,27.7,0.227,37.993273,36.299,618.0,0.0,6050.0,1.216,0.982
Kepler-122 f,1.75,36.0,0.28575,56.268,21.524,543.0,0.0,5917.0,0.949,1.03
Kepler-1220 b,1.52,2.92,0.0734,7.42693741,177.842,899.0,0.0,5842.0,0.99,1.0
Kepler-1221 b,1.88,4.19,0.0906,12.00096042,37.81,632.0,0.0,5194.0,0.82,0.87
Kepler-1222 b,0.79,0.418,0.02801,1.916944254,416.231,1246.0,0.0,5239.0,0.8,0.84
Kepler-1223 b,1.22,1.98,0.1186,16.301259,20.51,557.0,0.0,4870.0,0.75,0.8
Kepler-1224 b,1.33,2.33,0.11625,13.32351601,132.663,872.0,0.0,6155.0,1.22,1.18
Kepler-1225 b,1.82,3.97,0.0771,7.01075434,324.282,1453.0,0.0,6140.0,1.19,1.13
Kepler-1226 b,1.45,2.7,0.13945,17.2923453,140.376,809.0,0.0,5923.0,1.02,1.02
Kepler-1227 b,2.29,5.86,0.38555,94.2887577,4.179,369.0,0.0,5747.0,0.95,0.97
Kepler-1228 b,1.54,2.99,0.01186,0.577369579,1598.664,1757.0,0.0,5063.0,0.74,0.78
Kepler-1229 b,1.4,2.54,0.3006,86.828989,0.524,212.0,0.0,3784.0,0.51,0.54
Kepler-123 b,2.94,55.3,0.135,17.232366,138.807,817.0,0.0,6089.0,1.264,1.079
Kepler-123 c,1.48,2.79,0.181,26.695074,77.399,706.0,0.0,6089.0,1.264,1.079
Kepler-1230 b,2.71,7.8,0.0921,9.95661537,153.933,946.0,0.0,5961.0,1.08,1.06
Kepler-1231 b,1.42,2.6,0.0914,10.41725184,117.515,870.0,0.0,5778.0,1.0,1.01
Kepler-1232 b,1.93,4.38,0.16545,26.7839183,14.6,523.0,0.0,5471.0,0.89,0.92
Kepler-1233 b,2.6,7.27,0.263,45.1263042,30.061,604.0,0.0,6198.0,1.25,1.16
Kepler-1234 b,2.81,8.3,0.096,11.94014029,40.12,625.0,0.0,4967.0,0.76,0.8
Kepler-1235 b,0.79,0.418,0.04836,4.16055856,265.325,985.0,0.0,5541.0,0.9,0.93
Kepler-1236 b,2.14,5.22,0.1803,31.0571618,13.571,480.0,0.0,5337.0,0.82,0.86
Kepler-1237 b,2.86,8.55,0.3778,84.5733226,4.042,366.0,0.0,5472.0,0.9,0.94
Kepler-1238 b,1.93,4.38,0.0541,4.14787559,1195.201,1389.0,0.0,6386.0,1.48,1.3
Kepler-1239 b,2.9,8.75,0.0625,5.19104016,462.91,1183.0,0.0,6564.0,1.57,1.4
Kepler-124 b,0.73,0.315,0.039,3.410493,198.843,892.0,0.0,4984.0,0.636,0.706
Kepler-124 c,1.75,3.71,0.1,13.821375,30.716,560.0,0.0,4984.0,0.636,0.706
Kepler-124 d,1.11,1.41,0.17,30.950851,10.499,428.0,0.0,4984.0,0.636,0.706
Kepler-1240 b,1.15,1.6,0.05791,4.8663815,539.129,1121.0,0.0,5682.0,0.96,0.98
Kepler-1241 b,2.63,7.41,0.1336,18.5525701,31.456,612.0,0.0,5261.0,0.8,0.84
Kepler-1242 b,2.26,5.73,0.1039,13.62798432,28.998,639.0,0.0,4895.0,0.74,0.77
Kepler-1243 b,1.75,3.71,0.1256,16.8320729,36.162,690.0,0.0,5667.0,0.94,0.96
Kepler-1244 b,1.35,2.39,0.0502,3.70428172,4756.325,1839.0,0.0,6680.0,1.77,1.46
Kepler-1245 b,1.44,2.67,0.0484,4.35409304,194.344,1043.0,0.0,5306.0,0.83,0.86
Kepler-1245 c,1.44,2.67,0.0372,2.936584681,328.984,1190.0,0.0,5306.0,0.83,0.86
Kepler-1246 b,1.36,2.42,0.0848,11.32271513,26.451,554.0,0.0,4611.0,0.69,0.73
Kepler-1247 b,2.33,6.04,0.1091,13.71220213,41.472,676.0,0.0,5303.0,0.82,0.86
Kepler-1248 b,1.18,1.76,0.0806,7.46725407,271.25,1035.0,0.0,6149.0,1.21,1.21
Kepler-1249 b,2.38,6.26,0.167,24.3347127,98.336,647.0,0.0,6202.0,1.28,1.19
Kepler-125 b,2.37,6.21,0.041,4.164389,33.184,590.0,0.0,3810.0,0.512,0.542101
Kepler-125 c,0.74,0.33,0.051,5.774464,16.81,529.0,0.0,3810.0,0.512,0.542101
Kepler-1250 b,1.92,4.35,0.0393,2.607543834,1866.193,1431.0,0.0,5717.0,0.98,0.99
Kepler-1251 b,1.84,4.04,0.2478,45.0904643,13.78,487.0,0.0,5545.0,0.89,0.92
Kepler-1252 b,1.67,3.43,0.1078,15.0540329,57.579,665.0,0.0,5949.0,1.09,1.06
Kepler-1253 b,1.33,2.33,0.31444,68.8861915,21.624,501.0,0.0,5850.0,1.1,0.97
Kepler-1254 b,1.55,3.02,0.0833,9.99113313,33.978,660.0,0.0,4985.0,0.75,0.78
Kepler-1254 c,1.3,2.24,0.0422,3.60084276,132.391,927.0,0.0,4985.0,0.75,0.78
Kepler-1254 d,1.31,2.27,0.0575,5.72717226,71.31,794.0,0.0,4985.0,0.75,0.78
Kepler-1255 b,2.32,5.99,0.2226,36.2919336,39.671,694.0,0.0,6018.0,1.12,1.08
Kepler-1256 b,1.49,2.83,0.10733,12.4127754,211.549,933.0,0.0,6129.0,1.36,1.17
Kepler-1257 b,1.52,2.92,0.0376,2.668313762,546.908,1252.0,0.0,5502.0,0.87,0.9
Kepler-1258 b,0.86,0.566,0.01824,0.984940167,2775.0,2335.0,0.0,5839.0,0.99,0.99
Kepler-1259 b,1.43,2.63,0.0141,0.663085258,2460.582,1681.0,0.0,5053.0,0.77,0.8
Kepler-126 b,1.52,4.11726105,0.099,10.495711,298.088,1009.0,0.07,6239.0,1.358,1.108
Kepler-126 c,1.58,1.27942148,0.162,21.869741,112.128,790.0,0.19,6239.0,1.358,1.108
Kepler-126 d,2.5,54.59018723,0.448,100.283134,14.714,475.0,0.02,6239.0,1.358,1.108
Kepler-1260 b,1.77,3.78,0.1444,19.1187753,171.926,823.0,0.0,5961.0,1.08,1.06
Kepler-1261 b,2.26,5.73,0.239,48.4308991,4.744,396.0,0.0,5006.0,0.77,0.82
Kepler-1262 b,1.82,3.97,0.083,8.67900242,142.545,949.0,0.0,5771.0,0.98,0.99
Kepler-1263 b,1.14,1.55,0.0499,4.55139967,144.813,907.0,0.0,5213.0,0.8,0.84
Kepler-1264 b,1.18,1.76,0.01839,0.968526023,2367.804,1677.0,0.0,5791.0,0.98,0.99
Kepler-1265 b,1.35,2.39,0.0612,6.49441289,58.15,732.0,0.0,4630.0,0.69,0.71
Kepler-1266 b,2.58,7.18,0.16431,28.474748,10.313,489.0,0.0,5044.0,0.76,0.8
Kepler-1266 c,1.68023962,3.46,0.0506,4.86631012,110.4,881.0,0.0,4996.0,0.831,0.791
Kepler-1267 b,3.01,9.32,0.1057,13.0313945,86.469,774.0,0.0,6096.0,1.2,1.15
Kepler-1268 b,2.03,4.78,0.2383,40.9903986,40.652,627.0,0.0,5904.0,1.09,1.06
Kepler-1269 b,1.63,3.29,0.23611,37.3331536,69.004,657.0,0.0,5998.0,1.15,1.1
Kepler-127 b,1.4,2.54,0.125,14.435889,159.163,884.0,0.47,6106.0,1.359,1.248
Kepler-127 c,2.66,7.56,0.2,29.393195,61.688,698.0,0.03,6106.0,1.359,1.248
Kepler-127 d,2.64,7.46,0.28,48.630408,31.519,590.0,0.03,6106.0,1.359,1.248
Kepler-1270 b,3.32,11.0,0.07045,6.03356196,1217.395,1598.0,0.0,5047.0,3.38,1.28
Kepler-1271 b,1.48,2.79,0.04233,3.0255955,975.181,1484.0,0.0,6143.0,1.23,1.13
Kepler-1272 b,2.37,6.21,0.2705,51.1309704,34.433,542.0,0.0,5926.0,1.09,1.06
Kepler-1273 b,2.49,6.76,0.1857,28.625653,14.877,573.0,0.0,5566.0,0.91,0.94
Kepler-1274 b,1.42,2.6,0.08161,6.98152703,975.81,1384.0,0.0,6179.0,2.17,1.45
Kepler-1275 b,1.48,2.79,0.0488,3.65691115,822.484,1368.0,0.0,6296.0,1.36,1.23
Kepler-1276 b,1.19,1.81,0.10863,12.5720095,139.77,886.0,0.0,6188.0,1.21,1.14
Kepler-1277 b,1.6,3.19,0.21857,40.8365012,12.11,496.0,0.0,5578.0,0.92,0.94
Kepler-1278 b,1.01,1.01,0.04417,3.23941344,1314.67,1213.0,0.0,6074.0,1.16,1.11
Kepler-1279 b,1.75,3.71,0.1785,23.4774101,190.851,738.0,0.0,6221.0,1.33,1.21
Kepler-128 b,1.421,3.79,0.12545,15.0,227.398,968.0,0.0,6072.0,1.659,1.184
Kepler-128 c,1.521,3.38,0.16517,22.8,130.979,843.0,0.037,6072.0,1.659,1.184
Kepler-1280 b,1.87,4.16,0.33982,66.5579057,35.293,757.0,0.0,6227.0,1.32,1.2
Kepler-1281 b,1.64,3.33,0.0415,3.11602791,375.55,1123.0,0.0,5353.0,0.83,0.87
Kepler-1282 b,1.55,3.02,0.0335,2.131946513,672.532,1418.0,0.0,5504.0,0.89,0.92
Kepler-1283 b,1.91,4.31,0.1062,12.9460978,80.34,764.0,0.0,6175.0,1.25,1.16
Kepler-1284 b,1.21,1.92,0.0143,0.664073806,2190.082,1703.0,0.0,5123.0,0.79,0.84
Kepler-1285 b,0.97,0.871,0.12758,14.7967458,181.591,874.0,0.0,6170.0,1.28,1.2
Kepler-1286 b,2.15,5.27,0.0991,11.25402929,151.77,888.0,0.0,5753.0,0.98,1.0
Kepler-1287 b,1.54,2.99,0.0976,11.47685909,78.156,796.0,0.0,5715.0,0.94,0.96
Kepler-1288 b,1.12,1.46,0.04135,2.76122421,1342.5,2017.0,0.0,6132.0,1.29,1.2
Kepler-1289 b,1.52,2.92,0.0785,7.99019627,223.442,1113.0,0.0,6080.0,1.17,1.1
Kepler-129 b,2.4,20.0,0.13,15.79,158.306,910.0,0.01,5770.0,1.653,1.178
Kepler-129 c,2.52,43.0,0.39,82.2,17.554,525.0,0.2,5770.0,1.653,1.178
Kepler-1290 b,1.42,2.6,0.0557,4.69500134,443.221,1098.0,0.0,5660.0,0.93,0.95
Kepler-1291 b,1.66,3.39,0.0779,8.63043276,62.823,739.0,0.0,5216.0,0.8,0.84
Kepler-1292 b,1.82,3.97,0.0443,3.27646405,521.101,1195.0,0.0,5556.0,0.93,0.95
Kepler-1293 b,0.97,0.871,0.06763,5.57654784,929.122,1183.0,0.0,6241.0,1.28,1.18
Kepler-1294 b,3.19,10.3,0.4684,115.6862258,12.362,401.0,0.0,5776.0,0.97,0.99
Kepler-1295 b,1.55,3.02,0.0464,3.81371974,279.941,1029.0,0.0,5486.0,0.89,0.92
Kepler-1296 b,0.91,0.693,0.0896,8.3839865,399.015,1285.0,0.0,5359.0,0.83,0.87
Kepler-1297 b,0.97,0.871,0.0283,1.68189002,2760.593,1790.0,0.0,5818.0,0.99,0.99
Kepler-1298 b,1.31,2.27,0.0814,7.12811928,1003.027,1373.0,0.0,6339.0,2.0,1.45
Kepler-1299 b,2.98,9.17,0.1357,19.9400874,45.146,588.0,0.0,5609.0,0.91,0.94
Kepler-130 b,1.02,1.04,0.079,8.457458,221.731,982.0,0.15,5884.0,1.127,0.927
Kepler-130 c,2.9,8.75,0.178,27.50868,46.011,683.0,0.0,5879.0,1.17,1.0
Kepler-130 d,1.64,3.33,0.377,87.517905,9.834,451.0,0.8,5884.0,1.127,0.927
Kepler-1300 b,1.37,2.45,0.16005,22.2419092,149.409,954.0,0.0,6130.0,1.79,1.29
Kepler-1301 b,1.4,2.54,0.0815,9.08237046,76.139,734.0,0.0,5188.0,0.81,0.85
Kepler-1302 b,1.43,2.63,0.0795,8.83922659,58.344,778.0,0.0,5236.0,0.82,0.86
Kepler-1303 b,1.42,2.6,0.0751,7.56127224,182.375,891.0,0.0,5771.0,1.0,1.01
Kepler-1304 b,2.29,5.86,0.1202,16.1288853,61.87,715.0,0.0,5259.0,0.81,0.85
Kepler-1305 b,1.88,4.19,0.1109,13.5630972,103.51,733.0,0.0,5701.0,0.96,0.97
Kepler-1306 b,1.91,4.31,0.123,16.29595382,52.146,678.0,0.0,5727.0,0.97,0.98
Kepler-1307 b,2.47,6.66,0.1369,18.01621096,41.185,768.0,0.0,5884.0,1.08,1.06
Kepler-1308 b,0.52,0.0933,0.025,2.104338119,58.108,662.0,0.0,3468.0,0.34,0.35
Kepler-1309 b,2.37,6.21,0.1679,28.8432647,13.77,491.0,0.0,5235.0,0.8,0.85
Kepler-131 b,2.41,16.13,0.12789,16.092,66.122,718.0,0.0,5685.0,1.03,1.02
Kepler-131 c,0.84,8.25,0.17391,25.5169,35.736,615.0,0.0,5685.0,1.03,1.02
Kepler-1310 b,1.44,2.67,0.01452,0.679336272,2830.91,1883.0,0.0,5549.0,0.88,0.91
Kepler-1311 b,1.24,2.07,0.10082,11.1726994,296.92,1019.0,0.0,5748.0,1.4,1.05
Kepler-1311 c,1.22,1.98,0.03753,2.53573424,2144.553,1671.0,0.0,5748.0,1.4,1.05
Kepler-1311 d,9.65837605,67.5,0.68434,197.5110016,6.0,391.0,0.0,5616.0,1.674,1.032
Kepler-1312 b,2.1,5.06,0.06053,5.448325286,219.117,978.0,0.0,5719.0,0.92,0.99
Kepler-1312 c,1.02732734,1.07,0.02103,1.116119981,1770.2,1659.0,0.0,5721.0,0.905,0.983
Kepler-1313 b,1.76,3.75,0.04619,3.833091178,227.198,1012.0,0.0,5453.0,0.85,0.92
Kepler-1314 b,5.11,22.9,0.0504,5.424749281,36.05,625.0,0.0,4188.0,0.59,0.6
Kepler-1315 b,1.38,2.48,0.01617,0.84338011,897.9,1541.0,0.0,4861.0,0.75,0.8
Kepler-1315 c,1.84398883,4.06,0.0635,6.566060066,57.6,777.0,0.0,4818.0,0.856,0.809
Kepler-1316 b,3.54,12.3,0.39765,87.9732136,10.714,446.0,0.0,5884.0,1.12,1.04
Kepler-1317 b,1.56,3.05,0.0128,0.568874427,2413.261,1796.0,0.0,5144.0,0.79,0.83
Kepler-1318 b,3.11,9.85,0.6085,213.257663,0.492,202.0,0.0,4598.0,0.7,0.73
Kepler-1319 b,1.34,2.36,0.0296,2.886762645,38.452,557.0,0.33,3655.0,0.54,0.56
Kepler-132 b,1.21,1.92,0.067,6.178196,284.8,1082.0,0.0,6003.0,1.178,0.929
Kepler-132 c,1.28,2.18,0.068,6.414914,271.0,1069.0,0.0,6003.0,1.178,0.929
Kepler-132 d,1.55,3.02,0.136,18.010199,68.6,758.0,0.0,6003.0,1.178,0.929
Kepler-132 e,1.18,1.76,0.43927,110.2869374,6.1,414.0,0.0,6023.0,1.1,1.03
Kepler-1320 b,1.7,3.53,0.0163,0.868386528,672.113,1389.0,0.0,4817.0,0.74,0.8
Kepler-1321 b,4.92,21.5,0.0781,11.12830484,13.547,408.0,0.0,4094.0,0.53,0.54
Kepler-1321 c,2.4,6.35,0.0267,2.226491086,115.909,697.0,0.0,4094.0,0.53,0.54
Kepler-1321 d,2.62843782,7.41,0.0501,5.720920086,15.84,509.0,0.0,3640.0,0.503,0.513
Kepler-1322 b,1.61,3.22,0.0183,0.962867382,2651.424,1666.0,0.0,5488.0,0.87,0.9
Kepler-1322 c,2.15492527,5.29,0.0652,6.459980011,144.06,883.0,0.0,5704.0,0.804,0.897
Kepler-1323 b,1.52,2.92,0.01911,0.929906678,5067.603,2291.0,0.0,6169.0,1.4,1.18
Kepler-1324 b,1.51,2.89,0.0466,4.115844679,98.414,895.0,0.0,4776.0,0.73,0.78
Kepler-1325 b,2.86,8.55,0.2004,33.8786838,18.153,564.0,0.0,5550.0,0.91,0.93
Kepler-1326 b,4.18,16.3,0.2743,42.3514267,47.84,938.0,0.0,6725.0,1.74,1.45
Kepler-1327 b,1.8,3.89,0.11151,14.88801098,79.9,831.0,0.0,5885.0,1.03,1.02
Kepler-1328 b,0.98,0.904,0.052,4.52158888,545.672,1214.0,0.0,5780.0,0.99,1.0
Kepler-1329 b,2.17,5.35,0.0747,9.33646594,26.645,577.0,0.0,4500.0,0.69,0.72
Kepler-133 b,1.76,3.75,0.083,8.129976,408.58,1041.0,0.0,5736.0,1.425,1.02
Kepler-133 c,2.84,8.45,0.204,31.517586,67.161,663.0,0.0,5736.0,1.425,1.02
Kepler-1330 b,1.65,3.36,0.0889,10.10769068,322.399,879.0,0.0,5608.0,0.94,0.97
Kepler-1331 b,1.05,1.16,0.0142,0.789161653,547.294,1244.0,0.0,4508.0,0.69,0.72
Kepler-1332 b,1.37,2.45,0.09915,11.87456832,77.559,728.0,0.0,5581.0,0.9,0.95
Kepler-1333 b,2.81,8.3,0.4382,109.6471842,3.298,428.0,0.0,5628.0,0.92,0.94
Kepler-1334 b,2.29,5.86,0.1229,15.64591713,78.355,710.0,0.0,5614.0,0.91,0.94
Kepler-1335 b,1.45,2.7,0.0615,6.26406846,80.741,809.0,0.0,4903.0,0.74,0.77
Kepler-1336 b,1.98,4.58,0.15845,23.198681,103.72,793.0,0.0,5512.0,1.3,0.94
Kepler-1336 c,1.71,3.57,0.06272,5.77721211,662.713,1260.0,0.0,5512.0,1.3,0.94
Kepler-1337 b,2.41,6.39,0.1441,24.4002549,9.183,437.0,0.0,4523.0,0.67,0.7
Kepler-1338 b,0.92,0.721,0.01937,0.935118057,4712.111,2124.0,0.0,5909.0,1.05,1.04
Kepler-1339 b,0.71,0.285,0.02356,1.341555127,3094.817,1642.0,0.0,5586.0,0.93,0.94
Kepler-134 b,2.0,4.66,0.06,5.317429,301.367,1105.0,0.0,5983.0,1.176,0.956
Kepler-134 c,1.26,2.13,0.092,10.105785,128.086,892.0,0.0,5983.0,1.176,0.956
Kepler-1340 b,1.55,3.02,0.01523,0.665026916,4793.001,2174.0,0.0,6331.0,1.42,1.27
Kepler-1341 b,2.99,9.22,0.47267,132.9968322,1.141,241.0,0.0,4662.0,0.72,0.79
Kepler-1342 b,1.66,3.39,0.0313,2.215710358,559.275,1283.0,0.0,5527.0,0.9,0.93
Kepler-1343 b,1.93,4.38,0.0449,3.35183158,1021.904,1294.0,0.0,5759.0,0.93,0.95
Kepler-1344 b,1.84,4.04,0.05501,4.7683049,425.169,1219.0,0.0,5981.0,1.13,1.09
Kepler-1345 b,2.36,6.17,0.26412,44.6169557,68.469,693.0,0.0,6449.0,1.55,1.32
Kepler-1346 b,1.58,3.12,0.044,3.40165668,545.575,1236.0,0.0,6133.0,1.21,1.14
Kepler-1347 b,1.03,1.08,0.104,14.00947528,34.32,617.0,0.0,5193.0,0.79,0.82
Kepler-1348 b,1.94,4.42,0.1834,27.5722742,49.665,636.0,0.0,5911.0,1.04,1.04
Kepler-1349 b,0.7,0.271,0.03421,2.12823928,1862.33,1668.0,0.0,6086.0,1.28,1.16
Kepler-135 b,1.81,3.93,0.067,6.00253,496.678,1209.0,0.0,6090.0,1.275,1.047
Kepler-135 c,1.16,1.65,0.103,11.448708,209.967,975.0,0.0,6090.0,1.275,1.047
Kepler-1350 b,2.52,6.9,0.0413,4.4968604,27.176,535.0,0.0,3827.0,0.53,0.55
Kepler-1350 c,1.73,3.64,0.0222,1.766789062,94.054,730.0,0.0,3827.0,0.53,0.55
Kepler-1351 b,0.65,0.208,0.0156,0.916140768,421.965,1212.0,0.0,4439.0,0.67,0.7
Kepler-1352 b,0.89,0.64,0.02883,1.877882748,1892.586,1701.0,0.0,6118.0,1.16,1.11
Kepler-1353 b,1.8,3.89,0.153,24.7543966,10.767,491.0,0.0,4776.0,0.72,0.76
Kepler-1354 b,2.97,9.11,0.3521,76.613377,18.86,466.0,0.0,6168.0,1.24,1.16
Kepler-1355 b,1.46,2.73,0.0224,1.289588112,944.873,1448.0,0.0,5352.0,0.83,0.88
Kepler-1356 b,1.53,2.96,0.0136,0.634002937,1966.057,1714.0,0.0,5106.0,0.78,0.82
Kepler-1357 b,1.28,2.18,0.041,3.0091324,449.975,1177.0,0.0,5597.0,0.9,0.93
Kepler-1358 b,1.12,1.46,0.0656,7.06317341,98.834,827.0,0.0,5181.0,0.79,0.82
Kepler-1359 b,2.83,8.4,0.26657,59.4970952,2.451,369.0,0.0,4709.0,0.72,0.78
Kepler-136 b,2.05,19.8,0.106,11.5789,257.984,951.0,0.0,6165.0,1.355,1.204
Kepler-136 c,1.99,4.62,0.133,16.399235,162.044,847.0,0.0,6165.0,1.355,1.204
Kepler-1360 b,3.4,11.5,0.2866,40.5286413,82.564,933.0,0.0,6778.0,1.83,1.51
Kepler-1361 b,0.86,0.566,0.04304,3.57554956,186.069,1061.0,0.0,5131.0,0.79,0.83
Kepler-1362 b,2.6,7.27,0.4626,136.205626,1.011,248.0,0.0,4857.0,0.74,0.8
Kepler-1363 b,1.25,2.1,0.0363,2.94194094,191.919,988.0,0.0,4839.0,0.72,0.76
Kepler-1364 b,2.15,5.27,0.1284,13.32196237,672.06,1299.0,0.0,6805.0,1.79,1.49
Kepler-1365 b,0.92,0.721,0.07839,7.69993485,456.25,969.0,0.0,5770.0,1.05,1.0
Kepler-1365 c,0.8,0.437,0.05701,4.77468005,864.037,1137.0,0.0,5770.0,1.05,1.0
